TimeStamp in ms:	Pressure in Pa:	Systeme State:	Alarm State:	
1588809840250 	14004932 	13 	1
1588809840500 	14017902 	13 	1
1588809840750 	14031245 	13 	1
1588809841000 	14043345 	13 	1
1588809841250 	14057428 	13 	1
1588809841500 	14071720 	13 	1
1588809841750 	14085960 	13 	1
1588809842000 	14098177 	13 	1
1588809842250 	14111968 	13 	1
1588809842500 	14125423 	13 	1
1588809842750 	14138922 	13 	1
1588809843000 	14153442 	13 	1
1588809843250 	14165767 	13 	1
1588809843500 	14178850 	13 	1
1588809843750 	14191992 	13 	1
1588809844000 	14204692 	13 	1
1588809844250 	14218783 	13 	1
1588809844500 	14231347 	13 	1
1588809844750 	14245473 	13 	1
1588809845000 	14258703 	13 	1
1588809845250 	14271891 	13 	1
1588809845500 	14286427 	13 	1
1588809845750 	14300368 	13 	1
1588809846000 	14313015 	13 	1
1588809846250 	14327507 	13 	1
1588809846500 	14340920 	13 	1
1588809846750 	14354469 	13 	1
1588809847000 	14367582 	13 	1
1588809847250 	14382211 	13 	1
1588809847500 	14396486 	13 	1
1588809847750 	14409587 	13 	1
1588809848000 	14424573 	13 	1
1588809848250 	14437577 	13 	1
1588809848500 	14451724 	13 	1
1588809848750 	14466488 	13 	1
1588809849000 	14481232 	13 	1
1588809849250 	14494903 	13 	1
1588809849500 	14509552 	13 	1
1588809849750 	14524536 	13 	1
1588809850000 	14537597 	13 	1
1588809850250 	14550841 	13 	1
1588809850500 	14564441 	13 	1
1588809850750 	14579517 	13 	1
1588809851000 	14592994 	13 	1
1588809851250 	14607127 	13 	1
1588809851500 	14620807 	13 	1
1588809851750 	14634388 	13 	1
1588809852000 	14648026 	13 	1
1588809852250 	14662062 	13 	1
1588809852500 	14675137 	13 	1
1588809852750 	14689316 	13 	1
1588809853000 	14704265 	13 	1
1588809853250 	14719576 	13 	1
1588809853500 	14732972 	13 	1
1588809853750 	14747786 	13 	1
1588809854000 	14762819 	13 	1
1588809854250 	14776799 	13 	1
1588809854500 	14792309 	13 	1
1588809854750 	14805614 	13 	1
1588809855000 	14819359 	13 	1
1588809855250 	14834257 	13 	1
1588809855500 	14847717 	13 	1
1588809855750 	14861077 	13 	1
1588809856000 	14876422 	13 	1
1588809856250 	14891012 	13 	1
1588809856500 	14906532 	13 	1
1588809856750 	14921157 	13 	1
1588809857000 	14936768 	13 	1
1588809857250 	14951426 	13 	1
1588809857500 	14965500 	13 	1
1588809857750 	14981014 	13 	1
1588809858000 	14996171 	13 	1
1588809858250 	15010640 	13 	1
1588809858500 	15026037 	13 	1
1588809858750 	15041419 	13 	1
1588809859000 	15057181 	13 	1
1588809859250 	15070995 	13 	1
1588809859500 	15086634 	13 	1
1588809859750 	15102687 	13 	1
1588809860000 	15117166 	13 	1
1588809860250 	15132485 	13 	1
1588809860500 	15147335 	13 	1
1588809860750 	15163320 	13 	1
1588809861000 	15178084 	13 	1
1588809861250 	15193275 	13 	1
1588809861500 	15208596 	13 	1
1588809861750 	15224855 	13 	1
1588809862000 	15240901 	13 	1
1588809862250 	15256181 	13 	1
1588809862500 	15272570 	13 	1
1588809862750 	15288727 	13 	1
1588809863000 	15303282 	13 	1
1588809863250 	15319449 	13 	1
1588809863500 	15335697 	13 	1
1588809863750 	15351868 	13 	1
1588809864000 	15366472 	13 	1
1588809864250 	15382498 	13 	1
1588809864500 	15397090 	13 	1
1588809864750 	15411513 	13 	1
1588809865000 	15426382 	13 	1
1588809865250 	15441610 	13 	1
1588809865500 	15457649 	13 	1
1588809865750 	15473752 	13 	1
1588809866000 	15489503 	13 	1
1588809866250 	15505003 	13 	1
1588809866500 	15520092 	13 	1
1588809866750 	15535620 	13 	1
1588809867000 	15550889 	13 	1
1588809867250 	15565583 	13 	1
1588809867500 	15581107 	13 	1
1588809867750 	15597174 	13 	1
1588809868000 	15613482 	13 	1
1588809868250 	15629689 	13 	1
1588809868500 	15645149 	13 	1
1588809868750 	15660040 	13 	1
1588809869000 	15675233 	13 	1
1588809869250 	15691750 	13 	1
1588809869500 	15706646 	13 	1
1588809869750 	15723572 	13 	1
1588809870000 	15739066 	13 	1
1588809870250 	15755988 	13 	1
1588809870500 	15772720 	13 	1
1588809870750 	15788357 	13 	1
1588809871000 	15804609 	13 	1
1588809871250 	15821163 	13 	1
1588809871500 	15836084 	13 	1
1588809871750 	15852430 	13 	1
1588809872000 	15868509 	13 	1
1588809872250 	15883899 	13 	1
1588809872500 	15900083 	13 	1
1588809872750 	15916421 	13 	1
1588809873000 	15932405 	13 	1
1588809873250 	15948003 	13 	1
1588809873500 	15963796 	13 	1
1588809873750 	15981257 	13 	1
1588809874000 	15998058 	13 	1
1588809874250 	16014181 	13 	1
1588809874500 	16030422 	13 	1
1588809874750 	16047683 	13 	1
1588809875000 	16064101 	13 	1
1588809875250 	16081007 	13 	1
1588809875500 	16097050 	13 	1
1588809875750 	16112466 	13 	1
1588809876000 	16128680 	13 	1
1588809876250 	16145661 	13 	1
1588809876500 	16163386 	13 	1
1588809876750 	16179785 	13 	1
1588809877000 	16196283 	13 	1
1588809877250 	16213844 	13 	1
1588809877500 	16230120 	13 	1
1588809877750 	16247003 	13 	1
1588809878000 	16263951 	13 	1
1588809878250 	16281799 	13 	1
1588809878500 	16299571 	13 	1
1588809878750 	16315597 	13 	1
1588809879000 	16332798 	13 	1
1588809879250 	16350666 	13 	1
1588809879500 	16368187 	13 	1
1588809879750 	16386155 	13 	1
1588809880000 	16404076 	13 	1
1588809880250 	16420454 	13 	1
1588809880500 	16437408 	13 	1
1588809880750 	16453935 	13 	1
1588809881000 	16470472 	13 	1
1588809881250 	16487754 	13 	1
1588809881500 	16504287 	13 	1
1588809881750 	16522110 	13 	1
1588809882000 	16540410 	13 	1
1588809882250 	16557618 	13 	1
1588809882500 	16575145 	13 	1
1588809882750 	16591844 	13 	1
1588809883000 	16610315 	13 	1
1588809883250 	16628652 	13 	1
1588809883500 	16645510 	13 	1
1588809883750 	16662510 	13 	1
1588809884000 	16680117 	13 	1
1588809884250 	16696528 	13 	1
1588809884500 	16714566 	13 	1
1588809884750 	16732849 	13 	1
1588809885000 	16751409 	13 	1
1588809885250 	16769848 	13 	1
1588809885500 	16787149 	13 	1
1588809885750 	16804765 	13 	1
1588809886000 	16823135 	13 	1
1588809886250 	16839828 	13 	1
1588809886500 	16857466 	13 	1
1588809886750 	16874606 	13 	1
1588809887000 	16891147 	13 	1
1588809887250 	16907824 	13 	1
1588809887500 	16924858 	13 	1
1588809887750 	16943186 	13 	1
1588809888000 	16960081 	13 	1
1588809888250 	16977883 	13 	1
1588809888500 	16994561 	13 	1
1588809888750 	17012191 	13 	1
1588809889000 	17031012 	13 	1
1588809889250 	17047935 	13 	1
1588809889500 	17065107 	13 	1
1588809889750 	17083920 	13 	1
1588809890000 	17101682 	13 	1
1588809890250 	17120423 	13 	1
1588809890500 	17139516 	13 	1
1588809890750 	17157338 	13 	1
1588809891000 	17175542 	13 	1
1588809891250 	17193029 	13 	1
1588809891500 	17211761 	13 	1
1588809891750 	17229056 	13 	1
1588809892000 	17246375 	13 	1
1588809892250 	17264139 	13 	1
1588809892500 	17283086 	13 	1
1588809892750 	17300342 	13 	1
1588809893000 	17317896 	13 	1
1588809893250 	17335468 	13 	1
1588809893500 	17354040 	13 	1
1588809893750 	17373200 	13 	1
1588809894000 	17390676 	13 	1
1588809894250 	17410070 	13 	1
1588809894500 	17427562 	13 	1
1588809894750 	17445146 	13 	1
1588809895000 	17464756 	13 	1
1588809895250 	17482796 	13 	1
1588809895500 	17501759 	13 	1
1588809895750 	17519323 	13 	1
1588809896000 	17538163 	13 	1
1588809896250 	17557212 	13 	1
1588809896500 	17575787 	13 	1
1588809896750 	17594402 	13 	1
1588809897000 	17613700 	13 	1
1588809897250 	17632311 	13 	1
1588809897500 	17650175 	13 	1
1588809897750 	17668080 	13 	1
1588809898000 	17686251 	13 	1
1588809898250 	17703999 	13 	1
1588809898500 	17722456 	13 	1
1588809898750 	17741969 	13 	1
1588809899000 	17759880 	13 	1
1588809899250 	17777754 	13 	1
1588809899500 	17797184 	13 	1
1588809899750 	17815446 	13 	1
1588809900000 	17833651 	13 	1
1588809900250 	17852604 	13 	1
1588809900500 	17871072 	13 	1
1588809900750 	17889319 	13 	1
1588809901000 	17908305 	13 	1
1588809901250 	17927778 	13 	1
1588809901500 	17948028 	13 	1
1588809901750 	17967306 	13 	1
1588809902000 	17986560 	13 	1
1588809902250 	18006627 	13 	2
1588809902500 	18025786 	13 	2
1588809902750 	18044520 	13 	2
1588809903000 	18064871 	13 	2
1588809903250 	18083244 	13 	2
1588809903500 	18102168 	13 	2
1588809903750 	18121556 	13 	2
1588809904000 	18141112 	13 	2
1588809904250 	18160718 	13 	2
1588809904500 	18181236 	13 	2
1588809904750 	18199741 	13 	2
1588809905000 	18220419 	13 	2
1588809905250 	18240799 	13 	2
1588809905500 	18261581 	13 	2
1588809905750 	18282372 	13 	2
1588809906000 	18302851 	13 	2
1588809906250 	18322012 	13 	2
1588809906500 	18341775 	13 	2
1588809906750 	18361999 	13 	2
1588809907000 	18380839 	13 	2
1588809907250 	18399846 	13 	2
1588809907500 	18420517 	13 	2
1588809907750 	18439721 	13 	2
1588809908000 	18459376 	13 	2
1588809908250 	18480182 	13 	2
1588809908500 	18499273 	13 	2
1588809908750 	18519526 	13 	2
1588809909000 	18538989 	13 	2
1588809909250 	18559887 	13 	2
1588809909500 	18580946 	13 	2
1588809909750 	18601164 	13 	2
1588809910000 	18621637 	13 	2
1588809910250 	18641335 	13 	2
1588809910500 	18662141 	13 	2
1588809910750 	18682389 	13 	2
1588809911000 	18701823 	13 	2
1588809911250 	18722886 	13 	2
1588809911500 	18743829 	13 	2
1588809911750 	18764533 	13 	2
1588809912000 	18784487 	13 	2
1588809912250 	18804769 	13 	2
1588809912500 	18825172 	13 	2
1588809912750 	18844569 	13 	2
1588809913000 	18864404 	13 	2
1588809913250 	18884734 	13 	2
1588809913500 	18906440 	13 	2
1588809913750 	18927809 	13 	2
1588809914000 	18948763 	13 	2
1588809914250 	18969267 	13 	2
1588809914500 	18989864 	13 	2
1588809914750 	19011036 	13 	2
1588809915000 	19031460 	13 	2
1588809915250 	19051213 	13 	2
1588809915500 	19072447 	13 	2
1588809915750 	19093355 	13 	2
1588809916000 	19114715 	13 	2
1588809916250 	19136249 	13 	2
1588809916500 	19156190 	13 	2
1588809916750 	19177729 	13 	2
1588809917000 	19198883 	13 	2
1588809917250 	19220978 	13 	2
1588809917500 	19241401 	13 	2
1588809917750 	19263631 	13 	2
1588809918000 	19285999 	13 	2
1588809918250 	19307774 	13 	2
1588809918500 	19328368 	13 	2
1588809918750 	19350658 	13 	2
1588809919000 	19371991 	13 	2
1588809919250 	19394396 	13 	2
1588809919500 	19415392 	13 	2
1588809919750 	19437055 	13 	2
1588809920000 	19458123 	13 	2
1588809920250 	19480275 	13 	2
1588809920500 	19502060 	13 	2
1588809920750 	19523659 	13 	2
1588809921000 	19544408 	13 	2
1588809921250 	19566138 	13 	2
1588809921500 	19587315 	13 	2
1588809921750 	19609165 	13 	2
1588809922000 	19631515 	13 	2
1588809922250 	19653813 	13 	2
1588809922500 	19674493 	13 	2
1588809922750 	19695332 	13 	2
1588809923000 	19717385 	13 	2
1588809923250 	19739707 	13 	2
1588809923500 	19761834 	13 	2
1588809923750 	19783197 	13 	2
1588809924000 	19804538 	13 	2
1588809924250 	19826899 	13 	2
1588809924500 	19847664 	13 	2
1588809924750 	19869958 	13 	2
1588809925000 	19891783 	13 	2
1588809925250 	19912713 	13 	2
1588809925500 	19934984 	13 	2
1588809925750 	19956459 	13 	2
1588809926000 	19979254 	13 	2
1588809926250 	20001745 	13 	2
1588809926500 	20023142 	13 	2
1588809926750 	20044437 	13 	2
1588809927000 	20066905 	13 	2
1588809927250 	20089242 	13 	2
1588809927500 	20112115 	13 	2
1588809927750 	20135538 	13 	2
1588809928000 	20157485 	13 	2
1588809928250 	20179571 	13 	2
1588809928500 	20201992 	13 	2
1588809928750 	20224022 	13 	2
1588809929000 	20247142 	13 	2
1588809929250 	20270015 	13 	2
1588809929500 	20293576 	13 	2
1588809929750 	20316297 	13 	2
1588809930000 	20338691 	13 	2
1588809930250 	20360124 	13 	2
1588809930500 	20383248 	13 	2
1588809930750 	20406793 	13 	2
1588809931000 	20429617 	13 	2
1588809931250 	20451942 	13 	2
1588809931500 	20475860 	13 	2
1588809931750 	20499006 	13 	2
1588809932000 	20522644 	13 	2
1588809932250 	20546686 	13 	2
1588809932500 	20569053 	13 	2
1588809932750 	20590977 	13 	2
1588809933000 	20614782 	13 	2
1588809933250 	20638223 	13 	2
1588809933500 	20660832 	13 	2
1588809933750 	20684211 	13 	2
1588809934000 	20706892 	13 	2
1588809934250 	20730019 	13 	2
1588809934500 	20753347 	13 	2
1588809934750 	20777558 	13 	2
1588809935000 	20801617 	13 	2
1588809935250 	20824419 	13 	2
1588809935500 	20848188 	13 	2
1588809935750 	20870734 	13 	2
1588809936000 	20894098 	13 	2
1588809936250 	20916768 	13 	2
1588809936500 	20939761 	13 	2
1588809936750 	20962666 	13 	2
1588809937000 	20987002 	13 	2
1588809937250 	21009917 	13 	2
1588809937500 	21034274 	13 	2
1588809937750 	21056869 	13 	2
1588809938000 	21079454 	13 	2
1588809938250 	21102740 	13 	2
1588809938500 	21127056 	13 	2
1588809938750 	21150611 	13 	2
1588809939000 	21174339 	13 	2
1588809939250 	21198696 	13 	2
1588809939500 	21221488 	13 	2
1588809939750 	21244914 	13 	2
1588809940000 	21269343 	13 	2
1588809940250 	21292468 	13 	2
1588809940500 	21315754 	13 	2
1588809940750 	21339492 	13 	2
1588809941000 	21364369 	13 	2
1588809941250 	21388109 	13 	2
1588809941500 	21413040 	13 	2
1588809941750 	21435982 	13 	2
1588809942000 	21461038 	13 	2
1588809942250 	21485055 	13 	2
1588809942500 	21509901 	13 	2
1588809942750 	21534278 	13 	2
1588809943000 	21559165 	13 	2
1588809943250 	21583416 	13 	2
1588809943500 	21607910 	13 	2
1588809943750 	21631300 	13 	2
1588809944000 	21655732 	13 	2
1588809944250 	21681135 	13 	2
1588809944500 	21705315 	13 	2
1588809944750 	21729101 	13 	2
1588809945000 	21752406 	13 	2
1588809945250 	21776335 	13 	2
1588809945500 	21800479 	13 	2
1588809945750 	21826066 	13 	2
1588809946000 	21850983 	13 	2
1588809946250 	21874713 	13 	2
1588809946500 	21899094 	13 	2
1588809946750 	21922949 	13 	2
1588809947000 	21948178 	13 	2
1588809947250 	21972899 	13 	2
1588809947500 	21997261 	13 	2
1588809947750 	22022004 	13 	2
1588809948000 	22046870 	13 	2
1588809948250 	22071507 	13 	2
1588809948500 	22096946 	13 	2
1588809948750 	22121215 	13 	2
1588809949000 	22146924 	13 	2
1588809949250 	22172194 	13 	2
1588809949500 	22196675 	13 	2
1588809949750 	22221843 	13 	2
1588809950000 	22245937 	13 	2
1588809950250 	22272005 	13 	2
1588809950500 	22296295 	13 	2
1588809950750 	22321955 	13 	2
1588809951000 	22346957 	13 	2
1588809951250 	22372794 	13 	2
1588809951500 	22398868 	13 	2
1588809951750 	22425294 	13 	2
1588809952000 	22450657 	13 	2
1588809952250 	22475002 	13 	2
1588809952500 	22499274 	13 	2
1588809952750 	22524373 	13 	2
1588809953000 	22549048 	13 	2
1588809953250 	22574268 	13 	2
1588809953500 	22599326 	13 	2
1588809953750 	22625224 	13 	2
1588809954000 	22650449 	13 	2
1588809954250 	22676567 	13 	2
1588809954500 	22702531 	13 	2
1588809954750 	22727200 	13 	2
1588809955000 	22751788 	13 	2
1588809955250 	22778668 	13 	2
1588809955500 	22804167 	13 	2
1588809955750 	22830111 	13 	2
1588809956000 	22855250 	13 	2
1588809956250 	22880214 	13 	2
1588809956500 	22906823 	13 	2
1588809956750 	22931635 	13 	2
1588809957000 	22957767 	13 	2
1588809957250 	22984723 	13 	2
1588809957500 	23010536 	13 	2
1588809957750 	23037000 	13 	2
1588809958000 	23063830 	13 	2
1588809958250 	23090108 	13 	2
1588809958500 	23115539 	13 	2
1588809958750 	23140647 	13 	2
1588809959000 	23166006 	13 	2
1588809959250 	23191159 	13 	2
1588809959500 	23218273 	13 	2
1588809959750 	23244544 	13 	2
1588809960000 	23271961 	13 	2
1588809960250 	23299269 	13 	2
1588809960500 	23326529 	13 	2
1588809960750 	23352077 	13 	2
1588809961000 	23377594 	13 	2
1588809961250 	23403304 	13 	2
1588809961500 	23430512 	13 	2
1588809961750 	23456548 	13 	2
1588809962000 	23483638 	13 	2
1588809962250 	23510076 	13 	2
1588809962500 	23536415 	13 	2
1588809962750 	23563259 	13 	2
1588809963000 	23589310 	13 	2
1588809963250 	23616250 	13 	2
1588809963500 	23644109 	13 	2
1588809963750 	23670773 	13 	2
1588809964000 	23697684 	13 	2
1588809964250 	23725162 	13 	2
1588809964500 	23751579 	13 	2
1588809964750 	23777566 	13 	2
1588809965000 	23804477 	13 	2
1588809965250 	23831990 	13 	2
1588809965500 	23859255 	13 	2
1588809965750 	23885376 	13 	2
1588809966000 	23911515 	13 	2
1588809966250 	23939365 	13 	2
1588809966500 	23965714 	13 	2
1588809966750 	23991864 	13 	2
1588809967000 	24019486 	13 	2
1588809967250 	24047537 	13 	2
1588809967500 	24074949 	13 	2
1588809967750 	24102545 	13 	2
1588809968000 	24130429 	13 	2
1588809968250 	24157593 	13 	2
1588809968500 	24185598 	13 	2
1588809968750 	24213827 	13 	2
1588809969000 	24241061 	13 	2
1588809969250 	24268202 	13 	2
1588809969500 	24296763 	13 	2
1588809969750 	24323386 	13 	2
1588809970000 	24351630 	13 	2
1588809970250 	24378326 	13 	2
1588809970500 	24406394 	13 	2
1588809970750 	24434821 	13 	2
1588809971000 	24462993 	13 	2
1588809971250 	24491022 	13 	2
1588809971500 	24518182 	13 	2
1588809971750 	24547267 	13 	2
1588809972000 	24574342 	13 	2
1588809972250 	24601855 	13 	2
1588809972500 	24630831 	13 	2
1588809972750 	24658687 	13 	2
1588809973000 	24685586 	13 	2
1588809973250 	24713666 	13 	2
1588809973500 	24741851 	13 	2
1588809973750 	24771029 	13 	2
1588809974000 	24798700 	13 	2
1588809974250 	24826908 	13 	2
1588809974500 	24856312 	13 	2
1588809974750 	24885213 	13 	2
1588809975000 	24913080 	13 	2
1588809975250 	24941473 	13 	2
1588809975500 	24969077 	13 	2
1588809975750 	24996338 	13 	2
1588809976000 	25025337 	13 	2
1588809976250 	25054792 	13 	2
1588809976500 	25083659 	13 	2
1588809976750 	25111272 	13 	2
1588809977000 	25138776 	13 	2
1588809977250 	25167515 	13 	2
1588809977500 	25195430 	13 	2
1588809977750 	25224825 	13 	2
1588809978000 	25253874 	13 	2
1588809978250 	25283001 	13 	2
1588809978500 	25311969 	13 	2
1588809978750 	25339867 	13 	2
1588809979000 	25368103 	13 	2
1588809979250 	25397242 	13 	2
1588809979500 	25425238 	13 	2
1588809979750 	25453493 	13 	2
1588809980000 	25483056 	13 	2
1588809980250 	25510940 	13 	2
1588809980500 	25540331 	13 	2
1588809980750 	25569604 	13 	2
1588809981000 	25598345 	13 	2
1588809981250 	25626699 	13 	2
1588809981500 	25655895 	13 	2
1588809981750 	25684985 	13 	2
1588809982000 	25714626 	13 	2
1588809982250 	25743871 	13 	2
1588809982500 	25772472 	13 	2
1588809982750 	25802522 	13 	2
1588809983000 	25832669 	13 	2
1588809983250 	25861785 	13 	2
1588809983500 	25891974 	13 	2
1588809983750 	25921564 	13 	2
1588809984000 	25950108 	13 	2
1588809984250 	25979105 	13 	2
1588809984500 	26008614 	13 	2
1588809984750 	26039336 	13 	2
1588809985000 	26069311 	13 	2
1588809985250 	26099376 	13 	2
1588809985500 	26129700 	13 	2
1588809985750 	26158897 	13 	2
1588809986000 	26188228 	13 	2
1588809986250 	26217188 	13 	2
1588809986500 	26246319 	13 	2
1588809986750 	26275888 	13 	2
1588809987000 	26305955 	13 	2
1588809987250 	26335016 	13 	2
1588809987500 	26364739 	13 	2
1588809987750 	26394271 	13 	2
1588809988000 	26425449 	13 	2
1588809988250 	26454396 	13 	2
1588809988500 	26484965 	13 	2
1588809988750 	26514650 	13 	2
1588809989000 	26546050 	13 	2
1588809989250 	26575513 	13 	2
1588809989500 	26606351 	13 	2
1588809989750 	26636584 	13 	2
1588809990000 	26666851 	13 	2
1588809990250 	26697816 	13 	2
1588809990500 	26727627 	13 	2
1588809990750 	26757098 	13 	2
1588809991000 	26788602 	13 	2
1588809991250 	26818026 	13 	2
1588809991500 	26848441 	13 	2
1588809991750 	26879810 	13 	2
1588809992000 	26909516 	13 	2
1588809992250 	26941127 	13 	2
1588809992500 	26972470 	13 	2
1588809992750 	27003770 	13 	2
1588809993000 	27034193 	13 	2
1588809993250 	27064573 	13 	2
1588809993500 	27096149 	13 	2
1588809993750 	27126947 	13 	2
1588809994000 	27157297 	13 	2
1588809994250 	27189416 	13 	2
1588809994500 	27221161 	13 	2
1588809994750 	27252486 	13 	2
1588809995000 	27284538 	13 	2
1588809995250 	27314878 	13 	2
1588809995500 	27346538 	13 	2
1588809995750 	27378571 	13 	2
1588809996000 	27408593 	13 	2
1588809996250 	27439556 	13 	2
1588809996500 	27471938 	13 	2
1588809996750 	27504426 	13 	2
1588809997000 	27535882 	13 	2
1588809997250 	27567261 	13 	2
1588809997500 	27598542 	13 	2
1588809997750 	27630755 	13 	2
1588809998000 	27661154 	13 	2
1588809998250 	27693102 	13 	2
1588809998500 	27725608 	13 	2
1588809998750 	27758298 	13 	2
1588809999000 	27789987 	13 	2
1588809999250 	27820788 	13 	2
1588809999500 	27852692 	13 	2
1588809999750 	27884734 	13 	2
1588810000000 	27915356 	13 	2
1588810000250 	27946343 	13 	2
1588810000500 	27977390 	13 	2
1588810000750 	28008942 	13 	2
1588810001000 	28040781 	13 	2
1588810001250 	28073841 	13 	2
1588810001500 	28106595 	13 	2
1588810001750 	28138717 	13 	2
1588810002000 	28171391 	13 	2
1588810002250 	28203349 	13 	2
1588810002500 	28234656 	13 	2
1588810002750 	28266772 	13 	2
1588810003000 	28298826 	13 	2
1588810003250 	28331513 	13 	2
1588810003500 	28363382 	13 	2
1588810003750 	28395544 	13 	2
1588810004000 	28426843 	13 	2
1588810004250 	28458709 	13 	2
1588810004500 	28490501 	13 	2
1588810004750 	28522764 	13 	2
1588810005000 	28555482 	13 	2
1588810005250 	28588429 	13 	2
1588810005500 	28619906 	13 	2
1588810005750 	28652826 	13 	2
1588810006000 	28684651 	13 	2
1588810006250 	28717930 	13 	2
1588810006500 	28750835 	13 	2
1588810006750 	28783574 	13 	2
1588810007000 	28817279 	13 	2
1588810007250 	28851242 	13 	2
1588810007500 	28883176 	13 	2
1588810007750 	28917022 	13 	2
1588810008000 	28949054 	13 	2
1588810008250 	28981046 	13 	2
1588810008500 	29013019 	13 	2
1588810008750 	29045831 	13 	2
1588810009000 	29079788 	13 	2
1588810009250 	29113384 	13 	2
1588810009500 	29147150 	13 	2
1588810009750 	29180177 	13 	2
1588810010000 	29212527 	13 	2
1588810010250 	29246325 	13 	2
1588810010500 	29280594 	13 	2
1588810010750 	29314088 	13 	2
1588810011000 	29347226 	13 	2
1588810011250 	29379980 	13 	2
1588810011500 	29414182 	13 	2
1588810011750 	29447565 	13 	2
1588810012000 	29480659 	13 	2
1588810012250 	29513127 	13 	2
1588810012500 	29547174 	13 	2
1588810012750 	29581789 	13 	2
1588810013000 	29615534 	13 	2
1588810013250 	29649788 	13 	2
1588810013500 	29683616 	13 	2
1588810013750 	29717844 	13 	2
1588810014000 	29751599 	13 	2
1588810014250 	29786483 	13 	2
1588810014500 	29819599 	13 	2
1588810014750 	29853172 	13 	2
1588810015000 	29888095 	13 	2
1588810015250 	29921151 	13 	2
1588810015500 	29954139 	13 	2
1588810015750 	29989027 	13 	2
1588810016000 	30022408 	13 	2
1588810016250 	30055666 	13 	2
1588810016500 	30088789 	13 	2
1588810016750 	30123915 	13 	2
1588810017000 	30158521 	13 	2
1588810017250 	30193561 	13 	2
1588810017500 	30227428 	13 	2
1588810017750 	30262462 	13 	2
1588810018000 	30296941 	13 	2
1588810018250 	30330681 	13 	2
1588810018500 	30364341 	13 	2
1588810018750 	30399890 	13 	2
1588810019000 	30433845 	13 	2
1588810019250 	30469132 	13 	2
1588810019500 	30503050 	13 	2
1588810019750 	30537886 	13 	2
1588810020000 	30573390 	13 	2
1588810020250 	30609068 	13 	2
1588810020500 	30643359 	13 	2
1588810020750 	30677847 	13 	2
1588810021000 	30712983 	13 	2
1588810021250 	30748233 	13 	2
1588810021500 	30784043 	13 	2
1588810021750 	30819992 	13 	2
1588810022000 	30854745 	13 	2
1588810022250 	30888690 	13 	2
1588810022500 	30923194 	13 	2
1588810022750 	30957379 	13 	2
1588810023000 	30993655 	13 	2
1588810023250 	31027983 	13 	2
1588810023500 	31064293 	13 	2
1588810023750 	31100713 	13 	2
1588810024000 	31135026 	13 	2
1588810024250 	31169183 	13 	2
1588810024500 	31205416 	13 	2
1588810024750 	31241386 	13 	2
1588810025000 	31277597 	13 	2
1588810025250 	31312274 	13 	2
1588810025500 	31347381 	13 	2
1588810025750 	31382137 	13 	2
1588810026000 	31416984 	13 	2
1588810026250 	31452581 	13 	2
1588810026500 	31487279 	13 	2
1588810026750 	31522837 	13 	2
1588810027000 	31558037 	13 	2
1588810027250 	31593333 	13 	2
1588810027500 	31629935 	13 	2
1588810027750 	31666810 	13 	2
1588810028000 	31703919 	13 	2
1588810028250 	31740908 	13 	2
1588810028500 	31775929 	13 	2
1588810028750 	31812231 	13 	2
1588810029000 	31848490 	13 	2
1588810029250 	31885704 	13 	2
1588810029500 	31921899 	13 	2
1588810029750 	31959219 	13 	2
1588810030000 	31996214 	13 	2
1588810030250 	32032711 	13 	2
1588810030500 	32068012 	13 	2
1588810030750 	32105040 	13 	2
1588810031000 	32141986 	13 	2
1588810031250 	32179244 	13 	2
1588810031500 	32216337 	13 	2
1588810031750 	32253605 	13 	2
1588810032000 	32290555 	13 	2
1588810032250 	32326979 	13 	2
1588810032500 	32363275 	13 	2
1588810032750 	32399457 	13 	2
1588810033000 	32435943 	13 	2
1588810033250 	32473130 	13 	2
1588810033500 	32509815 	13 	2
1588810033750 	32546856 	13 	2
1588810034000 	32582909 	13 	2
1588810034250 	32619489 	13 	2
1588810034500 	32655282 	13 	2
1588810034750 	32691656 	13 	2
1588810035000 	32729051 	13 	2
1588810035250 	32766491 	13 	2
1588810035500 	32802347 	13 	2
1588810035750 	32839419 	13 	2
1588810036000 	32876815 	13 	2
1588810036250 	32913021 	13 	2
1588810036500 	32949286 	13 	2
1588810036750 	32985358 	13 	2
1588810037000 	33023558 	13 	2
1588810037250 	33060761 	13 	2
1588810037500 	33098857 	13 	2
1588810037750 	33136753 	13 	2
1588810038000 	33175081 	13 	2
1588810038250 	33213504 	13 	2
1588810038500 	33250580 	13 	2
